Ticker,Current Price,Option Type,Symbol,Strike Price,Expiration Date,roundup
A, 	40.92 ,CAL,A150619C00035000,35.00,6/19/15,50.00
A, 	40.92 ,CAL,A150619C00037500,37.50,6/19/15,50.00
A, 	40.92 ,CAL,A150619C00040000,40.00,6/19/15,50.00
A, 	40.92 ,CAL,A150619C00042500,42.50,6/19/15,50.00
A, 	40.92 ,CAL,A150619C00045000,45.00,6/19/15,50.00
A, 	40.92 ,CAL,A150619C00047500,47.50,6/19/15,50.00
A, 	40.92 ,PUT,A150619P00035000,35.00,6/19/15,50.00
A, 	40.92 ,PUT,A150619P00037500,37.50,6/19/15,50.00
A, 	40.92 ,PUT,A150619P00040000,40.00,6/19/15,50.00
A, 	40.92 ,PUT,A150619P00042500,42.50,6/19/15,50.00
A, 	40.92 ,PUT,A150619P00045000,45.00,6/19/15,50.00
A, 	40.92 ,PUT,A150619P00047500,47.50,6/19/15,50.00
A, 	40.92 ,CAL,A150717C00035000,35.00,7/17/15,50.00
A, 	40.92 ,CAL,A150717C00037500,37.50,7/17/15,50.00
A, 	40.92 ,CAL,A150717C00040000,40.00,7/17/15,50.00
A, 	40.92 ,CAL,A150717C00042500,42.50,7/17/15,50.00
A, 	40.92 ,CAL,A150717C00045000,45.00,7/17/15,50.00
A, 	40.92 ,CAL,A150717C00047500,47.50,7/17/15,50.00
A, 	40.92 ,PUT,A150717P00035000,35.00,7/17/15,50.00
A, 	40.92 ,PUT,A150717P00037500,37.50,7/17/15,50.00
A, 	40.92 ,PUT,A150717P00040000,40.00,7/17/15,50.00
A, 	40.92 ,PUT,A150717P00042500,42.50,7/17/15,50.00
A, 	40.92 ,PUT,A150717P00045000,45.00,7/17/15,50.00
A, 	40.92 ,PUT,A150717P00047500,47.50,7/17/15,50.00
A, 	40.92 ,CAL,A150821C00035000,35.00,8/21/15,50.00
A, 	40.92 ,CAL,A150821C00037500,37.50,8/21/15,50.00
A, 	40.92 ,CAL,A150821C00040000,40.00,8/21/15,50.00
A, 	40.92 ,CAL,A150821C00042500,42.50,8/21/15,50.00
A, 	40.92 ,CAL,A150821C00045000,45.00,8/21/15,50.00
A, 	40.92 ,CAL,A150821C00047500,47.50,8/21/15,50.00
A, 	40.92 ,PUT,A150821P00035000,35.00,8/21/15,50.00
A, 	40.92 ,PUT,A150821P00037500,37.50,8/21/15,50.00
A, 	40.92 ,PUT,A150821P00040000,40.00,8/21/15,50.00
A, 	40.92 ,PUT,A150821P00042500,42.50,8/21/15,50.00
A, 	40.92 ,PUT,A150821P00045000,45.00,8/21/15,50.00
A, 	40.92 ,PUT,A150821P00047500,47.50,8/21/15,50.00
AA, 	12.42 ,CAL,AA150619C00011500,11.50,6/19/15,20.00
AA, 	12.42 ,CAL,AA150619C00012000,12.00,6/19/15,20.00
AA, 	12.42 ,CAL,AA150619C00012500,12.50,6/19/15,20.00
AA, 	12.42 ,CAL,AA150619C00013000,13.00,6/19/15,20.00
AA, 	12.42 ,CAL,AA150619C00013500,13.50,6/19/15,20.00
AA, 	12.42 ,PUT,AA150619P00011500,11.50,6/19/15,20.00
AA, 	12.42 ,PUT,AA150619P00012000,12.00,6/19/15,20.00
AA, 	12.42 ,PUT,AA150619P00012500,12.50,6/19/15,20.00
AA, 	12.42 ,PUT,AA150619P00013000,13.00,6/19/15,20.00
AA, 	12.42 ,PUT,AA150619P00013500,13.50,6/19/15,20.00
AA, 	12.42 ,CAL,AA150717C00010000,10.00,7/17/15,20.00
AA, 	12.42 ,CAL,AA150717C00011000,11.00,7/17/15,20.00
AA, 	12.42 ,CAL,AA150717C00012000,12.00,7/17/15,20.00
AA, 	12.42 ,CAL,AA150717C00013000,13.00,7/17/15,20.00
AA, 	12.42 ,CAL,AA150717C00014000,14.00,7/17/15,20.00
AA, 	12.42 ,CAL,AA150717C00015000,15.00,7/17/15,20.00
AA, 	12.42 ,PUT,AA150717P00010000,10.00,7/17/15,20.00
AA, 	12.42 ,PUT,AA150717P00011000,11.00,7/17/15,20.00
AA, 	12.42 ,PUT,AA150717P00012000,12.00,7/17/15,20.00
AA, 	12.42 ,PUT,AA150717P00013000,13.00,7/17/15,20.00
AA, 	12.42 ,PUT,AA150717P00014000,14.00,7/17/15,20.00
AA, 	12.42 ,PUT,AA150717P00015000,15.00,7/17/15,20.00
AA, 	12.42 ,CAL,AA150821C00010000,10.00,8/21/15,20.00
AA, 	12.42 ,CAL,AA150821C00011000,11.00,8/21/15,20.00
AA, 	12.42 ,CAL,AA150821C00012000,12.00,8/21/15,20.00
AA, 	12.42 ,CAL,AA150821C00013000,13.00,8/21/15,20.00
AA, 	12.42 ,CAL,AA150821C00014000,14.00,8/21/15,20.00
AA, 	12.42 ,CAL,AA150821C00015000,15.00,8/21/15,20.00
AA, 	12.42 ,PUT,AA150821P00010000,10.00,8/21/15,20.00
AA, 	12.42 ,PUT,AA150821P00011000,11.00,8/21/15,20.00
AA, 	12.42 ,PUT,AA150821P00012000,12.00,8/21/15,20.00
AA, 	12.42 ,PUT,AA150821P00013000,13.00,8/21/15,20.00
AA, 	12.42 ,PUT,AA150821P00014000,14.00,8/21/15,20.00
AA, 	12.42 ,PUT,AA150821P00015000,15.00,8/21/15,20.00
AAL, 	44.18 ,CAL,AAL150619C00041000,41.00,6/19/15,50.00
AAL, 	44.18 ,CAL,AAL150619C00041500,41.50,6/19/15,50.00
AAL, 	44.18 ,CAL,AAL150619C00042000,42.00,6/19/15,50.00
AAL, 	44.18 ,CAL,AAL150619C00042500,42.50,6/19/15,50.00
AAL, 	44.18 ,CAL,AAL150619C00043000,43.00,6/19/15,50.00
AAL, 	44.18 ,CAL,AAL150619C00043500,43.50,6/19/15,50.00
AAL, 	44.18 ,PUT,AAL150619P00041000,41.00,6/19/15,50.00
AAL, 	44.18 ,PUT,AAL150619P00041500,41.50,6/19/15,50.00
AAL, 	44.18 ,PUT,AAL150619P00042000,42.00,6/19/15,50.00
AAL, 	44.18 ,PUT,AAL150619P00042500,42.50,6/19/15,50.00
AAL, 	44.18 ,PUT,AAL150619P00043000,43.00,6/19/15,50.00
AAL, 	44.18 ,PUT,AAL150619P00043500,43.50,6/19/15,50.00
AAL, 	44.18 ,CAL,AAL150717C00040000,40.00,7/17/15,50.00
AAL, 	44.18 ,CAL,AAL150717C00041000,41.00,7/17/15,50.00
AAL, 	44.18 ,CAL,AAL150717C00042000,42.00,7/17/15,50.00
AAL, 	44.18 ,CAL,AAL150717C00043000,43.00,7/17/15,50.00
AAL, 	44.18 ,CAL,AAL150717C00044000,44.00,7/17/15,50.00
AAL, 	44.18 ,CAL,AAL150717C00045000,45.00,7/17/15,50.00
AAL, 	44.18 ,PUT,AAL150717P00040000,40.00,7/17/15,50.00
AAL, 	44.18 ,PUT,AAL150717P00041000,41.00,7/17/15,50.00
AAL, 	44.18 ,PUT,AAL150717P00042000,42.00,7/17/15,50.00
AAL, 	44.18 ,PUT,AAL150717P00043000,43.00,7/17/15,50.00
AAL, 	44.18 ,PUT,AAL150717P00044000,44.00,7/17/15,50.00
AAL, 	44.18 ,PUT,AAL150717P00045000,45.00,7/17/15,50.00
AAL, 	44.18 ,CAL,AAL150821C00040000,40.00,8/21/15,50.00
AAL, 	44.18 ,CAL,AAL150821C00041000,41.00,8/21/15,50.00
AAL, 	44.18 ,CAL,AAL150821C00042000,42.00,8/21/15,50.00
AAL, 	44.18 ,CAL,AAL150821C00043000,43.00,8/21/15,50.00
AAL, 	44.18 ,CAL,AAL150821C00044000,44.00,8/21/15,50.00
AAL, 	44.18 ,CAL,AAL150821C00045000,45.00,8/21/15,50.00
AAL, 	44.18 ,PUT,AAL150821P00040000,40.00,8/21/15,50.00
AAL, 	44.18 ,PUT,AAL150821P00041000,41.00,8/21/15,50.00
AAL, 	44.18 ,PUT,AAL150821P00042000,42.00,8/21/15,50.00
AAL, 	44.18 ,PUT,AAL150821P00043000,43.00,8/21/15,50.00
AAL, 	44.18 ,PUT,AAL150821P00044000,44.00,8/21/15,50.00
AAL, 	44.18 ,PUT,AAL150821P00045000,45.00,8/21/15,50.00
AAP, 	153.32 ,CAL,AAP150619C00145000,145.00,6/19/15,160.00
AAP, 	153.32 ,CAL,AAP150619C00150000,150.00,6/19/15,160.00
AAP, 	153.32 ,CAL,AAP150619C00155000,155.00,6/19/15,160.00
AAP, 	153.32 ,CAL,AAP150619C00160000,160.00,6/19/15,160.00
AAP, 	153.32 ,CAL,AAP150619C00165000,165.00,6/19/15,160.00
AAP, 	153.32 ,CAL,AAP150619C00170000,170.00,6/19/15,160.00
AAP, 	153.32 ,PUT,AAP150619P00145000,145.00,6/19/15,160.00
AAP, 	153.32 ,PUT,AAP150619P00150000,150.00,6/19/15,160.00
AAP, 	153.32 ,PUT,AAP150619P00155000,155.00,6/19/15,160.00
AAP, 	153.32 ,PUT,AAP150619P00160000,160.00,6/19/15,160.00
AAP, 	153.32 ,PUT,AAP150619P00165000,165.00,6/19/15,160.00
AAP, 	153.32 ,PUT,AAP150619P00170000,170.00,6/19/15,160.00
AAP, 	153.32 ,CAL,AAP150717C00145000,145.00,7/17/15,160.00
AAP, 	153.32 ,CAL,AAP150717C00150000,150.00,7/17/15,160.00
AAP, 	153.32 ,CAL,AAP150717C00155000,155.00,7/17/15,160.00
AAP, 	153.32 ,CAL,AAP150717C00160000,160.00,7/17/15,160.00
AAP, 	153.32 ,CAL,AAP150717C00165000,165.00,7/17/15,160.00
AAP, 	153.32 ,CAL,AAP150717C00170000,170.00,7/17/15,160.00
AAP, 	153.32 ,PUT,AAP150717P00145000,145.00,7/17/15,160.00
AAP, 	153.32 ,PUT,AAP150717P00150000,150.00,7/17/15,160.00
AAP, 	153.32 ,PUT,AAP150717P00155000,155.00,7/17/15,160.00
AAP, 	153.32 ,PUT,AAP150717P00160000,160.00,7/17/15,160.00
AAP, 	153.32 ,PUT,AAP150717P00165000,165.00,7/17/15,160.00
AAP, 	153.32 ,PUT,AAP150717P00170000,170.00,7/17/15,160.00
AAPL, 	130.54 ,CAL,AAPL150619C00127000,127.00,6/19/15,140.00
AAPL, 	130.54 ,CAL,AAPL150619C00128000,128.00,6/19/15,140.00
AAPL, 	130.54 ,CAL,AAPL150619C00129000,129.00,6/19/15,140.00
AAPL, 	130.54 ,CAL,AAPL150619C00130000,130.00,6/19/15,140.00
AAPL, 	130.54 ,CAL,AAPL150619C00131000,131.00,6/19/15,140.00
AAPL, 	130.54 ,CAL,AAPL150619C00132000,132.00,6/19/15,140.00
AAPL, 	130.54 ,PUT,AAPL150619P00127000,127.00,6/19/15,140.00
AAPL, 	130.54 ,PUT,AAPL150619P00128000,128.00,6/19/15,140.00
AAPL, 	130.54 ,PUT,AAPL150619P00129000,129.00,6/19/15,140.00
AAPL, 	130.54 ,PUT,AAPL150619P00130000,130.00,6/19/15,140.00
AAPL, 	130.54 ,PUT,AAPL150619P00131000,131.00,6/19/15,140.00
AAPL, 	130.54 ,PUT,AAPL150619P00132000,132.00,6/19/15,140.00
AAPL, 	130.54 ,CAL,AAPL150717C00120000,120.00,7/17/15,140.00
AAPL, 	130.54 ,CAL,AAPL150717C00125000,125.00,7/17/15,140.00
AAPL, 	130.54 ,CAL,AAPL150717C00125000,125.00,7/17/15,140.00
AAPL, 	130.54 ,CAL,AAPL150717C00130000,130.00,7/17/15,140.00
AAPL, 	130.54 ,CAL,AAPL150717C00130000,130.00,7/17/15,140.00
AAPL, 	130.54 ,CAL,AAPL150717C00135000,135.00,7/17/15,140.00
AAPL, 	130.54 ,PUT,AAPL150717P00120000,120.00,7/17/15,140.00
AAPL, 	130.54 ,PUT,AAPL150717P00125000,125.00,7/17/15,140.00
AAPL, 	130.54 ,PUT,AAPL150717P00125000,125.00,7/17/15,140.00
AAPL, 	130.54 ,PUT,AAPL150717P00130000,130.00,7/17/15,140.00
AAPL, 	130.54 ,PUT,AAPL150717P00130000,130.00,7/17/15,140.00
AAPL, 	130.54 ,PUT,AAPL150717P00135000,135.00,7/17/15,140.00
AAPL, 	130.54 ,CAL,AAPL150821C00115000,115.00,8/21/15,140.00
AAPL, 	130.54 ,CAL,AAPL150821C00120000,120.00,8/21/15,140.00
AAPL, 	130.54 ,CAL,AAPL150821C00125000,125.00,8/21/15,140.00
AAPL, 	130.54 ,CAL,AAPL150821C00130000,130.00,8/21/15,140.00
AAPL, 	130.54 ,CAL,AAPL150821C00135000,135.00,8/21/15,140.00
AAPL, 	130.54 ,CAL,AAPL150821C00140000,140.00,8/21/15,140.00
AAPL, 	130.54 ,PUT,AAPL150821P00115000,115.00,8/21/15,140.00
AAPL, 	130.54 ,PUT,AAPL150821P00120000,120.00,8/21/15,140.00
AAPL, 	130.54 ,PUT,AAPL150821P00125000,125.00,8/21/15,140.00
AAPL, 	130.54 ,PUT,AAPL150821P00130000,130.00,8/21/15,140.00
AAPL, 	130.54 ,PUT,AAPL150821P00135000,135.00,8/21/15,140.00
AAPL, 	130.54 ,PUT,AAPL150821P00140000,140.00,8/21/15,140.00
AB, 	31.83 ,CAL,AB150619C00022500,22.50,6/19/15,40.00
AB, 	31.83 ,CAL,AB150619C00025000,25.00,6/19/15,40.00
AB, 	31.83 ,CAL,AB150619C00030000,30.00,6/19/15,40.00
AB, 	31.83 ,CAL,AB150619C00035000,35.00,6/19/15,40.00
AB, 	31.83 ,CAL,AB150619C00040000,40.00,6/19/15,40.00
AB, 	31.83 ,CAL,AB150619C00045000,45.00,6/19/15,40.00
AB, 	31.83 ,PUT,AB150619P00022500,22.50,6/19/15,40.00
AB, 	31.83 ,PUT,AB150619P00025000,25.00,6/19/15,40.00
AB, 	31.83 ,PUT,AB150619P00030000,30.00,6/19/15,40.00
AB, 	31.83 ,PUT,AB150619P00035000,35.00,6/19/15,40.00
AB, 	31.83 ,PUT,AB150619P00040000,40.00,6/19/15,40.00
AB, 	31.83 ,PUT,AB150619P00045000,45.00,6/19/15,40.00
AB, 	31.83 ,CAL,AB150717C00022500,22.50,7/17/15,40.00
AB, 	31.83 ,CAL,AB150717C00025000,25.00,7/17/15,40.00
AB, 	31.83 ,CAL,AB150717C00030000,30.00,7/17/15,40.00
AB, 	31.83 ,CAL,AB150717C00035000,35.00,7/17/15,40.00
AB, 	31.83 ,PUT,AB150717P00022500,22.50,7/17/15,40.00
AB, 	31.83 ,PUT,AB150717P00025000,25.00,7/17/15,40.00
AB, 	31.83 ,PUT,AB150717P00030000,30.00,7/17/15,40.00
AB, 	31.83 ,PUT,AB150717P00035000,35.00,7/17/15,40.00
ABBV, 	66.93 ,CAL,ABBV150619C00066000,66.00,6/19/15,70.00
ABBV, 	66.93 ,CAL,ABBV150619C00066500,66.50,6/19/15,70.00
ABBV, 	66.93 ,CAL,ABBV150619C00067000,67.00,6/19/15,70.00
ABBV, 	66.93 ,CAL,ABBV150619C00067500,67.50,6/19/15,70.00
ABBV, 	66.93 ,CAL,ABBV150619C00068000,68.00,6/19/15,70.00
ABBV, 	66.93 ,CAL,ABBV150619C00068500,68.50,6/19/15,70.00
ABBV, 	66.93 ,PUT,ABBV150619P00066000,66.00,6/19/15,70.00
ABBV, 	66.93 ,PUT,ABBV150619P00066500,66.50,6/19/15,70.00
ABBV, 	66.93 ,PUT,ABBV150619P00067000,67.00,6/19/15,70.00
ABBV, 	66.93 ,PUT,ABBV150619P00067500,67.50,6/19/15,70.00
ABBV, 	66.93 ,PUT,ABBV150619P00068000,68.00,6/19/15,70.00
ABBV, 	66.93 ,PUT,ABBV150619P00068500,68.50,6/19/15,70.00
ABBV, 	66.93 ,CAL,ABBV150717C00060000,60.00,7/17/15,70.00
ABBV, 	66.93 ,CAL,ABBV150717C00062500,62.50,7/17/15,70.00
ABBV, 	66.93 ,CAL,ABBV150717C00065000,65.00,7/17/15,70.00
ABBV, 	66.93 ,CAL,ABBV150717C00067500,67.50,7/17/15,70.00
ABBV, 	66.93 ,CAL,ABBV150717C00070000,70.00,7/17/15,70.00
ABBV, 	66.93 ,CAL,ABBV150717C00072500,72.50,7/17/15,70.00
ABBV, 	66.93 ,PUT,ABBV150717P00060000,60.00,7/17/15,70.00
ABBV, 	66.93 ,PUT,ABBV150717P00062500,62.50,7/17/15,70.00
ABBV, 	66.93 ,PUT,ABBV150717P00065000,65.00,7/17/15,70.00
ABBV, 	66.93 ,PUT,ABBV150717P00067500,67.50,7/17/15,70.00
ABBV, 	66.93 ,PUT,ABBV150717P00070000,70.00,7/17/15,70.00
ABBV, 	66.93 ,PUT,ABBV150717P00072500,72.50,7/17/15,70.00
ABBV, 	66.93 ,CAL,ABBV150821C00062500,62.50,8/21/15,70.00
ABBV, 	66.93 ,CAL,ABBV150821C00065000,65.00,8/21/15,70.00
ABBV, 	66.93 ,CAL,ABBV150821C00065000,65.00,8/21/15,70.00
ABBV, 	66.93 ,CAL,ABBV150821C00067500,67.50,8/21/15,70.00
ABBV, 	66.93 ,CAL,ABBV150821C00070000,70.00,8/21/15,70.00
ABBV, 	66.93 ,CAL,ABBV150821C00070000,70.00,8/21/15,70.00
ABBV, 	66.93 ,PUT,ABBV150821P00062500,62.50,8/21/15,70.00
ABBV, 	66.93 ,PUT,ABBV150821P00065000,65.00,8/21/15,70.00
ABBV, 	66.93 ,PUT,ABBV150821P00065000,65.00,8/21/15,70.00
ABBV, 	66.93 ,PUT,ABBV150821P00067500,67.50,8/21/15,70.00
ABBV, 	66.93 ,PUT,ABBV150821P00070000,70.00,8/21/15,70.00
ABBV, 	66.93 ,PUT,ABBV150821P00070000,70.00,8/21/15,70.00
ABG, 	85.93 ,CAL,ABG150619C00075000,75.00,6/19/15,90.00
ABG, 	85.93 ,CAL,ABG150619C00080000,80.00,6/19/15,90.00
ABG, 	85.93 ,CAL,ABG150619C00085000,85.00,6/19/15,90.00
ABG, 	85.93 ,CAL,ABG150619C00090000,90.00,6/19/15,90.00
ABG, 	85.93 ,CAL,ABG150619C00095000,95.00,6/19/15,90.00
ABG, 	85.93 ,CAL,ABG150619C00100000,100.00,6/19/15,90.00
ABG, 	85.93 ,PUT,ABG150619P00075000,75.00,6/19/15,90.00
ABG, 	85.93 ,PUT,ABG150619P00080000,80.00,6/19/15,90.00
ABG, 	85.93 ,PUT,ABG150619P00085000,85.00,6/19/15,90.00
ABG, 	85.93 ,PUT,ABG150619P00090000,90.00,6/19/15,90.00
ABG, 	85.93 ,PUT,ABG150619P00095000,95.00,6/19/15,90.00
ABG, 	85.93 ,PUT,ABG150619P00100000,100.00,6/19/15,90.00
ABG, 	85.93 ,CAL,ABG150717C00075000,75.00,7/17/15,90.00
ABG, 	85.93 ,CAL,ABG150717C00080000,80.00,7/17/15,90.00
ABG, 	85.93 ,CAL,ABG150717C00085000,85.00,7/17/15,90.00
ABG, 	85.93 ,CAL,ABG150717C00090000,90.00,7/17/15,90.00
ABG, 	85.93 ,CAL,ABG150717C00095000,95.00,7/17/15,90.00
ABG, 	85.93 ,CAL,ABG150717C00100000,100.00,7/17/15,90.00
ABG, 	85.93 ,PUT,ABG150717P00075000,75.00,7/17/15,90.00
ABG, 	85.93 ,PUT,ABG150717P00080000,80.00,7/17/15,90.00
ABG, 	85.93 ,PUT,ABG150717P00085000,85.00,7/17/15,90.00
ABG, 	85.93 ,PUT,ABG150717P00090000,90.00,7/17/15,90.00
ABG, 	85.93 ,PUT,ABG150717P00095000,95.00,7/17/15,90.00
ABG, 	85.93 ,PUT,ABG150717P00100000,100.00,7/17/15,90.00
ACE, 	106.37 ,CAL,ACE150619C00097500,97.50,6/19/15,110.00
ACE, 	106.37 ,CAL,ACE150619C00100000,100.00,6/19/15,110.00
ACE, 	106.37 ,CAL,ACE150619C00105000,105.00,6/19/15,110.00
ACE, 	106.37 ,CAL,ACE150619C00110000,110.00,6/19/15,110.00
ACE, 	106.37 ,CAL,ACE150619C00115000,115.00,6/19/15,110.00
ACE, 	106.37 ,CAL,ACE150619C00120000,120.00,6/19/15,110.00
ACE, 	106.37 ,PUT,ACE150619P00097500,97.50,6/19/15,110.00
ACE, 	106.37 ,PUT,ACE150619P00100000,100.00,6/19/15,110.00
ACE, 	106.37 ,PUT,ACE150619P00105000,105.00,6/19/15,110.00
ACE, 	106.37 ,PUT,ACE150619P00110000,110.00,6/19/15,110.00
ACE, 	106.37 ,PUT,ACE150619P00115000,115.00,6/19/15,110.00
ACE, 	106.37 ,PUT,ACE150619P00120000,120.00,6/19/15,110.00
ACE, 	106.37 ,CAL,ACE150717C00095000,95.00,7/17/15,110.00
ACE, 	106.37 ,CAL,ACE150717C00100000,100.00,7/17/15,110.00
ACE, 	106.37 ,CAL,ACE150717C00105000,105.00,7/17/15,110.00
ACE, 	106.37 ,CAL,ACE150717C00110000,110.00,7/17/15,110.00
ACE, 	106.37 ,CAL,ACE150717C00115000,115.00,7/17/15,110.00
ACE, 	106.37 ,CAL,ACE150717C00120000,120.00,7/17/15,110.00
ACE, 	106.37 ,PUT,ACE150717P00095000,95.00,7/17/15,110.00
ACE, 	106.37 ,PUT,ACE150717P00100000,100.00,7/17/15,110.00
ACE, 	106.37 ,PUT,ACE150717P00105000,105.00,7/17/15,110.00
ACE, 	106.37 ,PUT,ACE150717P00110000,110.00,7/17/15,110.00
ACE, 	106.37 ,PUT,ACE150717P00115000,115.00,7/17/15,110.00
ACE, 	106.37 ,PUT,ACE150717P00120000,120.00,7/17/15,110.00
ACE, 	106.37 ,CAL,ACE150821C00097500,97.50,8/21/15,110.00
ACE, 	106.37 ,CAL,ACE150821C00100000,100.00,8/21/15,110.00
ACE, 	106.37 ,CAL,ACE150821C00105000,105.00,8/21/15,110.00
ACE, 	106.37 ,CAL,ACE150821C00110000,110.00,8/21/15,110.00
ACE, 	106.37 ,CAL,ACE150821C00115000,115.00,8/21/15,110.00
ACE, 	106.37 ,CAL,ACE150821C00120000,120.00,8/21/15,110.00
ACE, 	106.37 ,PUT,ACE150821P00097500,97.50,8/21/15,110.00
ACE, 	106.37 ,PUT,ACE150821P00100000,100.00,8/21/15,110.00
ACE, 	106.37 ,PUT,ACE150821P00105000,105.00,8/21/15,110.00
ACE, 	106.37 ,PUT,ACE150821P00110000,110.00,8/21/15,110.00
ACE, 	106.37 ,PUT,ACE150821P00115000,115.00,8/21/15,110.00
ACE, 	106.37 ,PUT,ACE150821P00120000,120.00,8/21/15,110.00
ACHC, 	73.50 ,CAL,ACHC150619C00060000,60.00,6/19/15,80.00
ACHC, 	73.50 ,CAL,ACHC150619C00065000,65.00,6/19/15,80.00
ACHC, 	73.50 ,CAL,ACHC150619C00070000,70.00,6/19/15,80.00
ACHC, 	73.50 ,CAL,ACHC150619C00075000,75.00,6/19/15,80.00
ACHC, 	73.50 ,CAL,ACHC150619C00080000,80.00,6/19/15,80.00
ACHC, 	73.50 ,CAL,ACHC150619C00085000,85.00,6/19/15,80.00
ACHC, 	73.50 ,PUT,ACHC150619P00060000,60.00,6/19/15,80.00
ACHC, 	73.50 ,PUT,ACHC150619P00065000,65.00,6/19/15,80.00
ACHC, 	73.50 ,PUT,ACHC150619P00070000,70.00,6/19/15,80.00
ACHC, 	73.50 ,PUT,ACHC150619P00075000,75.00,6/19/15,80.00
ACHC, 	73.50 ,PUT,ACHC150619P00080000,80.00,6/19/15,80.00
ACHC, 	73.50 ,PUT,ACHC150619P00085000,85.00,6/19/15,80.00
ACHC, 	73.50 ,CAL,ACHC150717C00060000,60.00,7/17/15,80.00
ACHC, 	73.50 ,CAL,ACHC150717C00065000,65.00,7/17/15,80.00
ACHC, 	73.50 ,CAL,ACHC150717C00070000,70.00,7/17/15,80.00
ACHC, 	73.50 ,CAL,ACHC150717C00075000,75.00,7/17/15,80.00
ACHC, 	73.50 ,CAL,ACHC150717C00080000,80.00,7/17/15,80.00
ACHC, 	73.50 ,CAL,ACHC150717C00085000,85.00,7/17/15,80.00
ACHC, 	73.50 ,PUT,ACHC150717P00060000,60.00,7/17/15,80.00
ACHC, 	73.50 ,PUT,ACHC150717P00065000,65.00,7/17/15,80.00
ACHC, 	73.50 ,PUT,ACHC150717P00070000,70.00,7/17/15,80.00
ACHC, 	73.50 ,PUT,ACHC150717P00075000,75.00,7/17/15,80.00
ACHC, 	73.50 ,PUT,ACHC150717P00080000,80.00,7/17/15,80.00
ACHC, 	73.50 ,PUT,ACHC150717P00085000,85.00,7/17/15,80.00
ACN, 	96.19 ,CAL,ACN150619C00094500,94.50,6/19/15,100.00
ACN, 	96.19 ,CAL,ACN150619C00095000,95.00,6/19/15,100.00
ACN, 	96.19 ,CAL,ACN150619C00095500,95.50,6/19/15,100.00
ACN, 	96.19 ,CAL,ACN150619C00096000,96.00,6/19/15,100.00
ACN, 	96.19 ,CAL,ACN150619C00096500,96.50,6/19/15,100.00
ACN, 	96.19 ,CAL,ACN150619C00097000,97.00,6/19/15,100.00
ACN, 	96.19 ,PUT,ACN150619P00094500,94.50,6/19/15,100.00
ACN, 	96.19 ,PUT,ACN150619P00095000,95.00,6/19/15,100.00
ACN, 	96.19 ,PUT,ACN150619P00095500,95.50,6/19/15,100.00
ACN, 	96.19 ,PUT,ACN150619P00096000,96.00,6/19/15,100.00
ACN, 	96.19 ,PUT,ACN150619P00096500,96.50,6/19/15,100.00
ACN, 	96.19 ,PUT,ACN150619P00097000,97.00,6/19/15,100.00
ACN, 	96.19 ,CAL,ACN150717C00090000,90.00,7/17/15,100.00
ACN, 	96.19 ,CAL,ACN150717C00092500,92.50,7/17/15,100.00
ACN, 	96.19 ,CAL,ACN150717C00095000,95.00,7/17/15,100.00
ACN, 	96.19 ,CAL,ACN150717C00097500,97.50,7/17/15,100.00
ACN, 	96.19 ,CAL,ACN150717C00100000,100.00,7/17/15,100.00
ACN, 	96.19 ,CAL,ACN150717C00105000,105.00,7/17/15,100.00
ACN, 	96.19 ,PUT,ACN150717P00090000,90.00,7/17/15,100.00
ACN, 	96.19 ,PUT,ACN150717P00092500,92.50,7/17/15,100.00
ACN, 	96.19 ,PUT,ACN150717P00095000,95.00,7/17/15,100.00
ACN, 	96.19 ,PUT,ACN150717P00097500,97.50,7/17/15,100.00
ACN, 	96.19 ,PUT,ACN150717P00100000,100.00,7/17/15,100.00
ACN, 	96.19 ,PUT,ACN150717P00105000,105.00,7/17/15,100.00
ACN, 	96.19 ,CAL,ACN150821C00090000,90.00,8/21/15,100.00
ACN, 	96.19 ,CAL,ACN150821C00092500,92.50,8/21/15,100.00
ACN, 	96.19 ,CAL,ACN150821C00095000,95.00,8/21/15,100.00
ACN, 	96.19 ,CAL,ACN150821C00097500,97.50,8/21/15,100.00
ACN, 	96.19 ,CAL,ACN150821C00100000,100.00,8/21/15,100.00
ACN, 	96.19 ,CAL,ACN150821C00105000,105.00,8/21/15,100.00
ACN, 	96.19 ,PUT,ACN150821P00090000,90.00,8/21/15,100.00
ACN, 	96.19 ,PUT,ACN150821P00092500,92.50,8/21/15,100.00
ACN, 	96.19 ,PUT,ACN150821P00095000,95.00,8/21/15,100.00
ACN, 	96.19 ,PUT,ACN150821P00097500,97.50,8/21/15,100.00
ACN, 	96.19 ,PUT,ACN150821P00100000,100.00,8/21/15,100.00
ACN, 	96.19 ,PUT,ACN150821P00105000,105.00,8/21/15,100.00
ACT, 	309.16 ,CAL,ACT150619C00297500,297.50,6/19/15,310.00
ACT, 	309.16 ,CAL,ACT150619C00300000,300.00,6/19/15,310.00
ACT, 	309.16 ,CAL,ACT150619C00302500,302.50,6/19/15,310.00
ACT, 	309.16 ,CAL,ACT150619C00305000,305.00,6/19/15,310.00
ACT, 	309.16 ,CAL,ACT150619C00307500,307.50,6/19/15,310.00
ACT, 	309.16 ,CAL,ACT150619C00310000,310.00,6/19/15,310.00
ACT, 	309.16 ,PUT,ACT150619P00297500,297.50,6/19/15,310.00
ACT, 	309.16 ,PUT,ACT150619P00300000,300.00,6/19/15,310.00
